-0.427644	-0.666113
1.68834	0.866184
0.82602	1.58129
0.830264	-0.787933
-0.0800665	-0.836445
0.661952	0.130507
-0.993945	0.342608
0.445315	0.358735
-2.07653	-0.762874
-0.701705	1.00123
-0.509161	-0.224703
0.141376	0.378055
-0.432605	-0.207588
-0.176729	0.083674
0.26507	-1.16109
0.442739	-0.624313
0.182614	-1.5302
0.877983	0.0841742
-1.94855	-0.803443
1.0444	0.0440132
-0.0381631	0.924014
1.63483	0.521051
-2.21238	-0.958007
-0.799836	0.764243
-0.367657	-0.365158
0.998308	1.47272
0.0892449	-1.26628
-0.687614	0.158696
0.809035	0.277174
0.421471	-1.95533
0.645609	-2.01669
-0.19676	-0.557918
0.657164	-1.25782
-0.20382	0.386253
1.75786	0.227438
0.458197	-1.75003
0.412333	-1.01816
0.0530716	-1.89761
0.902844	2.92797
-0.671395	2.16122
-0.510153	-0.634704
0.791189	-0.619597
-0.590864	0.189167
-1.19569	-0.322825
-1.74015	1.25952
-0.894632	-1.01751
0.369307	-0.479266
0.460071	0.792361
-0.540412	-0.82814
0.224451	0.524694
1.06819	-0.773527
0.752401	0.671467
-1.24358	-0.981441
-0.0337047	1.31327
1.74169	-0.358779
1.20989	0.722711
-2.06685	-0.036792
0.965402	-0.409816
-0.543964	-0.920292
1.80677	0.117449
-0.454636	0.474738
1.15301	0.148803
0.281647	-0.684707
0.42904	-0.0680722
0.44282	1.157
0.493559	0.266064
-1.62828	-1.80866
1.0864	-1.7019
0.379857	0.160032
-1.14154	1.83683
0.613045	1.2048
0.146159	-1.35002
2.1998	0.289204
-0.582269	-0.00518815
-0.423814	0.226226
-1.45426	1.46629
-0.73974	-1.29887
-0.600258	0.488269
0.873193	1.08319
1.33923	0.144735
-2.22678	0.0104069
0.157999	1.22
-0.0680983	-0.285132
0.91991	0.724622
-1.19929	-0.398235
0.203775	0.045441
0.523284	-2.26652
-0.708417	-0.911033
-0.0252622	-1.30697
-2.31328	0.341963
0.956743	0.582972
0.0300051	-1.12677
-0.110039	0.0709729
-1.91631	1.19077
-0.643947	0.0474411
-0.231418	-0.367781
0.531453	-1.66173
0.0254162	-1.31703
-1.30501	-0.458316
-1.01243	-0.323555
-1.41085	-0.659768
-0.684911	-0.916784
1.02553	0.673177
-0.991381	1.76765
0.148332	-1.21955
1.04376	0.536789
-1.26909	-0.852677
-0.917797	0.457867
-0.525057	-0.343055
-0.640508	-0.436784
-0.486809	-0.622988
-0.00723291	1.41245
-0.282969	-0.464064
-0.710405	0.559307
0.775498	-1.33116
0.0674157	-1.51572
2.36757	1.31065
-1.01705	-0.309585
1.49334	1.71737
-1.08725	-0.229946
-0.451914	1.03898
-0.166836	-0.23291
1.2908	1.89352
-0.955116	-0.579461
-0.180823	-0.0373447
-1.80583	0.522951
1.20994	0.611994
0.578858	1.61373
0.691869	0.717983
-0.395107	0.763358
0.574247	1.65318
0.589466	-0.617089
-0.631211	-0.31545
0.165645	0.363937
0.889173	0.751663
-2.43639	0.0487823
-0.99627	0.548473
1.30856	-0.820682
0.222885	0.946282
-0.731357	-0.740752
0.211497	2.0648
-2.5451	0.643885
-1.84402	-0.801292
-1.8605	-0.135611
0.0936779	0.453587
0.11358	0.766418
1.9057	-0.64133
-1.15117	0.19647
0.664836	0.653295
-1.87964	0.644834
0.756405	-3.39236
-0.643147	-3.65343
-0.40041	-3.24547
-0.698489	-2.93796
-0.0925103	-3.2656
0.0799671	-3.70623
-0.0580524	-3.18571
0.0689781	-3.29667
0.325185	-2.72128
-0.162696	-3.88893
0.462341	-3.75334
0.698559	-3.08406
-0.247784	-4.0273
-0.168919	-2.83142
-0.621633	-3.83283
-0.512432	-3.80168
0.0340775	-4.0745
-0.0299647	-3.14661
0.520922	-4.08668
-0.112538	-3.26416
-0.35051	-3.04365
-0.167473	-3.52519
0.193246	-3.33563
-0.326227	-3.49881
-0.106173	-3.79641
-0.524839	-3.20891
-0.395242	-3.14468
0.303859	-3.24754
-0.137342	-3.7894
-0.0291007	-3.90059
-0.0722362	-2.57111
1.06567	-4.22028
0.543886	-4.19171
0.355318	-2.97089
-0.166158	-3.58509
0.192152	-3.35763
-0.579479	-3.28822
0.330002	-4.10421
0.193325	-3.23945
-0.0850589	-3.27627
-0.268532	-3.59969
-0.179101	-3.98134
-0.0881889	-3.13791
-0.401778	-3.31624
0.149471	-3.68543
0.312576	-3.56453
0.213809	-3.3373
0.24014	-2.46181
0.168784	-3.6577
0.256125	-4.2324
-3.09802	-1.54996
-2.71287	-2.40838
-1.7366	-1.94093
-3.01177	-2.05216
-2.78938	-3.40523
-2.3938	-1.51136
-2.80529	-1.66711
-2.23862	-3.21852
-2.50646	-1.94879
-2.29505	-2.45538
-2.13781	-1.68696
-2.45236	-2.77384
-2.14081	-2.72043
-2.15532	-2.55043
-1.9398	-2.40991
-2.56152	-3.32772
-3.44701	-2.73476
-1.81957	-3.48529
-2.63531	-2.46935
-3.42973	-2.55546
-3.13065	-2.40993
-2.70068	-3.24349
-2.81014	-1.89042
-1.9129	-3.29087
-2.2177	-2.48035
-2.45069	-2.8984
-1.94758	-3.02219
-2.55102	-2.90726
-2.47922	-2.27139
-2.39715	-3.01052
-3.20712	-1.97572
-2.16745	-2.80358
-1.98362	-2.11205
-1.96477	-2.86715
-2.57834	-2.56107
-1.72757	-2.9404
-1.97954	-3.31443
-2.05851	-2.16978
-2.57934	-2.50183
-3.33051	-1.85502
-2.85709	-2.43611
-3.16372	-2.77205
-2.55239	-2.87334
-2.01946	-3.19903
-2.35987	-2.7331
-2.87311	-2.43957
-1.81523	-2.14433
-2.76441	-2.56695
-2.45054	-2.66103
-1.66955	-2.96939
-3.15186	-3.03142
-2.61307	-2.10609
-2.18155	-3.30235
-2.61281	-1.71917
-3.2386	-2.93906
-2.74937	-2.16345
-2.0022	-2.39164
-1.91442	-3.11277
-2.13236	-2.71599
-2.31907	-2.87773
-2.18293	-3.07127
-2.49716	-2.1148
-2.03285	-2.58602
-2.78503	-2.42859
-1.80452	-2.55026
-1.96677	-3.41213
-2.72083	-2.26468
-3.19541	-2.49502
-1.58473	-1.60699
-3.32641	-3.40523
-2.58011	-2.65886
-2.17776	-2.29879
-2.74083	-2.39238
-2.32634	-1.90335
-2.22255	-2.13995
-2.841	-2.25745
-2.4409	-2.33982
-1.97615	-3.14368
-2.47294	-2.93117
-3.11034	-2.52935
-3.26513	-2.50141
-2.14834	-2.45491
-2.11655	-2.4171
-2.02572	-2.05117
-1.85308	-2.5573
-2.50112	-2.85901
-2.51524	-2.92518
-2.09453	-2.64657
-2.27986	-3.17014
-2.81431	-2.85802
-2.40253	-2.81102
-2.04879	-2.2375
-3.27453	-3.16728
-2.57506	-2.78855
-2.76143	-2.77384
-2.53296	-2.57769
-3.02941	-2.52071
-1.9594	-1.82018
-2.42882	-2.19051
-2.21152	-2.22712
-1.74354	-2.50069
-2.66298	-3.14042
-2.63446	-2.99817
-2.21865	-2.61638
-2.51157	-2.61875
-2.54009	-1.69532
-2.36684	-2.40228
-2.43544	-2.00758
-2.8037	-2.81694
