-0.427644	-0.666113	3.86429e-08	1.66951e-10	1	
1.68834	0.866184	9.73051e-31	1.24713e-32	1	
0.82602	1.58129	1.54254e-29	6.74858e-37	1	
0.830264	-0.787933	1.12981e-14	7.31124e-12	1	
-0.0800665	-0.836445	4.10899e-09	1.76822e-09	1	
0.661952	0.130507	2.93071e-18	1.76613e-19	1	
-0.993945	0.342608	7.87518e-11	4.11272e-19	1	
0.445315	0.358735	3.08864e-18	4.46432e-21	1	
-2.07653	-0.762874	0.0208623	9.27199e-13	0.979138	
-0.701705	1.00123	3.03174e-16	7.31571e-26	1	
-0.509161	-0.224703	8.03948e-10	5.35516e-14	1	
0.141376	0.378055	1.57902e-16	1.83957e-20	1	
-0.432605	-0.207588	2.91543e-10	3.54215e-14	1	
-0.176729	0.083674	4.5337e-13	5.11934e-17	1	
0.26507	-1.16109	1.05656e-09	1.13499e-07	1	
0.442739	-0.624313	5.92388e-13	4.82524e-12	1	
0.182614	-1.5302	5.31315e-08	3.3981e-05	0.999966	
0.877983	0.0841742	1.91464e-19	8.02928e-20	1	
-1.94855	-0.803443	0.016604	5.0088e-12	0.983396	
1.0444	0.0440132	2.20722e-20	4.08104e-20	1	
-0.0381631	0.924014	4.56129e-19	6.64469e-26	1	
1.63483	0.521051	6.76398e-28	2.94385e-28	1	
-2.21238	-0.958007	0.158085	3.48317e-12	0.841915	
-0.799836	0.764243	3.20058e-14	2.83164e-23	1	
-0.367657	-0.365158	8.57953e-10	6.75565e-13	1	
0.998308	1.47272	6.51529e-30	2.61686e-36	1	
0.0892449	-1.26628	2.29982e-08	1.03625e-06	0.999999	
-0.687614	0.158696	4.73994e-11	2.45438e-17	1	
0.809035	0.277174	4.05562e-20	1.68221e-21	1	
0.421471	-1.95533	3.72917e-08	0.00330984	0.99669	
0.645609	-2.01669	2.53042e-09	0.00250224	0.997498	
-0.19676	-0.557918	9.98299e-10	1.76701e-11	1	
0.657164	-1.25782	1.12254e-11	7.07442e-08	1	
-0.20382	0.386253	1.1002e-14	6.75347e-20	1	
1.75786	0.227438	5.01809e-27	8.80876e-26	1	
0.458197	-1.75003	6.66866e-09	0.000226402	0.999774	
0.412333	-1.01816	4.27523e-11	5.82485e-09	1	
0.0530716	-1.89761	2.63947e-06	0.00482769	0.99517	
0.902844	2.92797	1.45119e-42	4.08308e-57	1	
-0.671395	2.16122	1.78249e-25	3.21672e-40	1	
-0.510153	-0.634704	6.69122e-08	1.00845e-10	1	
0.791189	-0.619597	3.53969e-15	4.24627e-13	1	
-0.590864	0.189167	1.18872e-11	1.21272e-17	1	
-1.19569	-0.322825	1.32905e-06	1.45681e-13	0.999999	
-1.74015	1.25952	3.33036e-14	2.13622e-29	1	
-0.894632	-1.01751	8.69443e-05	3.17995e-08	0.999913	
0.369307	-0.479266	3.41446e-13	4.66089e-13	1	
0.460071	0.792361	3.83121e-21	8.64914e-26	1	
-0.540412	-0.82814	5.88502e-07	2.61844e-09	0.999999	
0.224451	0.524694	6.29452e-18	3.51909e-22	1	
1.06819	-0.773527	2.31649e-16	7.57144e-13	1	
0.752401	0.671467	2.96227e-22	1.66877e-25	1	
-1.24358	-0.981441	0.0010513	5.70077e-09	0.998949	
-0.0337047	1.31327	6.52125e-22	1.82584e-30	1	
1.74169	-0.358779	1.61673e-23	8.77126e-20	1	
1.20989	0.722711	6.69386e-26	3.58461e-28	1	
-2.06685	-0.036792	1.36373e-05	6.33348e-18	0.999986	
0.965402	-0.409816	2.25352e-17	1.57253e-15	1	
-0.543964	-0.920292	1.41243e-06	1.15098e-08	0.999999	
1.80677	0.117449	9.23045e-27	6.40053e-25	1	
-0.454636	0.474738	5.74311e-14	1.72407e-20	1	
1.15301	0.148803	8.7034e-22	1.16436e-21	1	
0.281647	-0.684707	9.87697e-12	3.39394e-11	1	
0.42904	-0.0680722	1.16341e-15	7.55111e-17	1	
0.44282	1.157	1.24888e-23	5.61456e-30	1	
0.493559	0.266064	5.61353e-18	2.78703e-20	1	
-1.62828	-1.80866	0.767817	3.32706e-06	0.23218	
1.0864	-1.7019	5.1311e-13	2.44899e-06	0.999998	
0.379857	0.160032	1.20696e-16	6.82486e-19	1	
-1.14154	1.83683	1.16815e-20	1.15764e-35	1	
0.613045	1.2048	4.17154e-25	3.44375e-31	1	
0.146159	-1.35002	2.20313e-08	2.99797e-06	0.999997	
2.1998	0.289204	2.80043e-31	1.8608e-29	1	
-0.582269	-0.00518815	1.26642e-10	7.07815e-16	1	
-0.423814	0.226226	1.21545e-12	4.32207e-18	1	
-1.45426	1.46629	1.31131e-16	2.50203e-31	1	
-0.73974	-1.29887	0.000204637	2.4629e-06	0.999793	
-0.600258	0.488269	2.29081e-13	1.59664e-20	1	
0.873193	1.08319	5.33787e-26	8.31895e-31	1	
1.33923	0.144735	3.66397e-23	1.56064e-22	1	
-2.22678	0.0104069	1.62207e-05	7.07329e-19	0.999984	
0.157999	1.22	2.48742e-22	7.73609e-30	1	
-0.0680983	-0.285132	1.08882e-11	7.15957e-14	1	
0.91991	0.724622	8.79279e-24	8.32416e-27	1	
-1.19929	-0.398235	3.05452e-06	5.53295e-13	0.999997	
0.203775	0.045441	6.05718e-15	2.3989e-17	1	
0.523284	-2.26652	4.44072e-08	0.0649064	0.935094	
-0.708417	-0.911033	6.43349e-06	8.77853e-09	0.999994	
-0.0252622	-1.30697	1.25422e-07	2.51575e-06	0.999997	
-2.31328	0.341963	4.21537e-07	5.69417e-22	1	
0.956743	0.582972	4.30046e-23	2.21059e-25	1	
0.0300051	-1.12677	1.49717e-08	1.4654e-07	1	
-0.110039	0.0709729	2.38865e-13	5.40134e-17	1	
-1.91631	1.19077	3.06503e-13	5.11751e-29	1	
-0.643947	0.0474411	1.24363e-10	2.47783e-16	1	
-0.231418	-0.367781	1.91205e-10	5.54413e-13	1	
0.531453	-1.66173	1.38228e-09	5.04786e-05	0.99995	
0.0254162	-1.31703	7.43068e-08	2.59116e-06	0.999997	
-1.30501	-0.458316	1.27519e-05	1.06626e-12	0.999987	
-1.01243	-0.323555	2.96592e-07	2.43125e-13	1	
-1.41085	-0.659768	0.000197687	1.89254e-11	0.999802	
-0.684911	-0.916784	5.42124e-06	9.87217e-09	0.999995	
1.02553	0.673177	3.42025e-24	1.0548e-26	1	
-0.991381	1.76765	1.02609e-20	8.34488e-35	1	
0.148332	-1.21955	7.58947e-09	4.27865e-07	1	
1.04376	0.536789	2.04336e-23	2.8812e-25	1	
-1.26909	-0.852677	0.000419853	7.46196e-10	0.99958	
-0.917797	0.457867	8.20415e-12	3.47656e-20	1	
-0.525057	-0.343055	3.61173e-09	5.20674e-13	1	
-0.640508	-0.436784	3.23033e-08	3.00634e-12	1	
-0.486809	-0.622988	4.67221e-08	8.16082e-11	1	
-0.00723291	1.41245	8.04633e-23	9.60177e-32	1	
-0.282969	-0.464064	9.84921e-10	3.75053e-12	1	
-0.710405	0.559307	2.61593e-13	3.43602e-21	1	
0.775498	-1.33116	3.65329e-12	1.03613e-07	1	
0.0674157	-1.51572	1.96366e-07	3.82686e-05	0.999962	
2.36757	1.31065	2.94265e-40	2.52071e-43	1	
-1.01705	-0.309585	2.64927e-07	1.86332e-13	1	
1.49334	1.71737	8.037e-36	1.94444e-42	1	
-1.08725	-0.229946	1.98595e-07	3.61718e-14	1	
-0.451914	1.03898	1.08697e-17	1.66996e-26	1	
-0.166836	-0.23291	1.93906e-11	3.42706e-14	1	
1.2908	1.89352	1.06261e-35	1.19172e-43	1	
-0.955116	-0.579461	2.61572e-06	2.53476e-11	0.999997	
-0.180823	-0.0373447	2.18399e-12	6.68857e-16	1	
-1.80583	0.522951	3.06819e-09	5.10588e-22	1	
1.20994	0.611994	3.78833e-25	6.53422e-27	1	
0.578858	1.61373	4.38236e-28	3.04821e-36	1	
0.691869	0.717983	3.70582e-22	8.70509e-26	1	
-0.395107	0.763358	4.28381e-16	1.52788e-23	1	
0.574247	1.65318	2.23551e-28	9.6159e-37	1	
0.589466	-0.617089	6.86069e-14	1.71053e-12	1	
-0.631211	-0.31545	7.85468e-09	3.18856e-13	1	
0.165645	0.363937	1.39347e-16	2.24578e-20	1	
0.889173	0.751663	9.48321e-24	5.59592e-27	1	
-2.43639	0.0487823	2.30799e-05	4.99887e-20	0.999977	
-0.99627	0.548473	4.77307e-12	4.21586e-21	1	
1.30856	-0.820682	6.94128e-18	1.75344e-13	1	
0.222885	0.946282	9.71286e-21	8.29763e-27	1	
-0.731357	-0.740752	1.66718e-06	5.51536e-10	0.999998	
0.211497	2.0648	1.59604e-29	5.72385e-41	1	
-2.5451	0.643885	1.85377e-08	1.32325e-25	1	
-1.84402	-0.801292	0.00972984	1.11215e-11	0.99027	
-1.8605	-0.135611	1.44602e-05	1.7455e-16	0.999986	
0.0936779	0.453587	1.01558e-16	3.98981e-21	1	
0.11358	0.766418	7.40977e-19	1.68202e-24	1	
1.9057	-0.64133	1.9047e-23	3.51168e-18	1	
-1.15117	0.19647	2.06131e-09	6.93046e-18	1	
0.664836	0.653295	1.52952e-21	5.79039e-25	1	
-1.87964	0.644834	8.83875e-10	2.32687e-23	1	
0.756405	-3.39236	2.48626e-10	0.993094	0.00690575	
-0.643147	-3.65343	0.000615708	0.995329	0.00405526	
-0.40041	-3.24547	0.000118346	0.994065	0.00581622	
-0.698489	-2.93796	0.0126454	0.928105	0.0592496	
-0.0925103	-3.2656	3.121e-06	0.996748	0.00324874	
0.0799671	-3.70623	9.12926e-08	0.999342	0.000657726	
-0.0580524	-3.18571	2.8983e-06	0.995387	0.00460999	
0.0689781	-3.29667	4.58266e-07	0.997309	0.00269074	
0.325185	-2.72128	3.58182e-07	0.888856	0.111144	
-0.162696	-3.88893	8.59648e-07	0.999371	0.000628394	
0.462341	-3.75334	1.18531e-09	0.999231	0.000769404	
0.698559	-3.08406	1.71876e-09	0.969562	0.0304382	
-0.247784	-4.0273	1.63289e-06	0.999309	0.000688982	
-0.168919	-2.83142	4.28127e-05	0.964004	0.0359527	
-0.621633	-3.83283	0.00028679	0.996786	0.00292696	
-0.512432	-3.80168	7.85705e-05	0.998006	0.00191554	
0.0340775	-4.0745	4.99291e-08	0.999599	0.000401258	
-0.0299647	-3.14661	2.48209e-06	0.994451	0.00554618	
0.520922	-4.08668	2.06849e-10	0.999539	0.000461085	
-0.112538	-3.26416	3.93492e-06	0.996673	0.00332273	
-0.35051	-3.04365	0.000141084	0.986556	0.013303	
-0.167473	-3.52519	2.86903e-06	0.998648	0.00134958	
0.193246	-3.33563	1.01615e-07	0.997606	0.00239438	
-0.326227	-3.49881	2.0314e-05	0.99799	0.00198934	
-0.106173	-3.79641	5.81374e-07	0.99935	0.000649885	
-0.524839	-3.20891	0.000596554	0.989833	0.00957067	
-0.395242	-3.14468	0.000161458	0.990919	0.00891926	
0.303859	-3.24754	4.48341e-08	0.995874	0.00412586	
-0.137342	-3.7894	8.56665e-07	0.999308	0.000691343	
-0.0291007	-3.90059	1.72253e-07	0.999499	0.000501232	
-0.0722362	-2.57111	4.17915e-05	0.803966	0.195993	
1.06567	-4.22028	5.02611e-13	0.997765	0.00223499	
0.543886	-4.19171	1.16942e-10	0.999558	0.000441853	
0.355318	-2.97089	8.76736e-08	0.977954	0.0220456	
-0.166158	-3.58509	2.30817e-06	0.998862	0.00113536	
0.192152	-3.35763	9.42598e-08	0.997827	0.00217277	
-0.579479	-3.28822	0.000877631	0.990692	0.00843007	
